[GA] start pop=400 gen=300 mut=0.15 customers=10 trucks=2 drones=2
[GA] gen=-1 feasible=400/400 bestFitness=182 bestCmax=182 bestPenalty=0 avgFitness=229.542
[GA] gen=0 feasible=332/400 bestFitness=182 bestCmax=182 bestPenalty=0 avgFitness=11088.4 children=399 twoPoint=197 mutCustomer=65 mutDrone=100 globalBestCmax=182 globalBestPenalty=0 globalBestFeasible=1
[GA] gen=118 feasible=337/400 bestFitness=141 bestCmax=141 bestPenalty=0 avgFitness=12693.4 children=399 twoPoint=211 mutCustomer=68 mutDrone=99 globalBestCmax=141 globalBestPenalty=0 globalBestFeasible=1
[GA] gen=119 feasible=363/400 bestFitness=141 bestCmax=141 bestPenalty=0 avgFitness=7343.42 children=399 twoPoint=186 mutCustomer=47 mutDrone=98 globalBestCmax=141 globalBestPenalty=0 globalBestFeasible=1
[GA] gen=120 feasible=346/400 bestFitness=141 bestCmax=141 bestPenalty=0 avgFitness=10020.1 children=399 twoPoint=192 mutCustomer=65 mutDrone=99 globalBestCmax=141 globalBestPenalty=0 globalBestFeasible=1
[GA] gen=121 feasible=351/400 bestFitness=141 bestCmax=141 bestPenalty=0 avgFitness=9744.07 children=399 twoPoint=183 mutCustomer=65 mutDrone=100 globalBestCmax=141 globalBestPenalty=0 globalBestFeasible=1
[GA] gen=122 feasible=354/400 bestFitness=141 bestCmax=141 bestPenalty=0 avgFitness=9818.88 children=399 twoPoint=189 mutCustomer=67 mutDrone=97 globalBestCmax=141 globalBestPenalty=0 globalBestFeasible=1
[GA] gen=123 feasible=349/400 bestFitness=141 bestCmax=141 bestPenalty=0 avgFitness=10719.2 children=399 twoPoint=209 mutCustomer=72 mutDrone=98 globalBestCmax=141 globalBestPenalty=0 globalBestFeasible=1
[GA-TS] Stagnation reached at gen=124 (30 gens stagnant). Running TS on 40 elite individuals...
[GA-TS] TS complete. New global best Cmax=141 Penalty=0 Feasible=1
[GA] gen=124 feasible=359/400 bestFitness=141 bestCmax=141 bestPenalty=0 avgFitness=7544.29 children=399 twoPoint=205 mutCustomer=51 mutDrone=88 globalBestCmax=141 globalBestPenalty=0 globalBestFeasible=1
[GA] gen=125 feasible=348/400 bestFitness=141 bestCmax=141 bestPenalty=0 avgFitness=10319.8 children=399 twoPoint=204 mutCustomer=69 mutDrone=102 globalBestCmax=141 globalBestPenalty=0 globalBestFeasible=1
[GA] gen=126 feasible=349/400 bestFitness=141 bestCmax=141 bestPenalty=0 avgFitness=9745 children=399 twoPoint=188 mutCustomer=70 mutDrone=96 globalBestCmax=141 globalBestPenalty=0 globalBestFeasible=1
[GA] gen=127 feasible=362/400 bestFitness=141 bestCmax=141 bestPenalty=0 avgFitness=7343.72 children=399 twoPoint=202 mutCustomer=55 mutDrone=87 globalBestCmax=141 globalBestPenalty=0 globalBestFeasible=1
[GA] gen=128 feasible=352/400 bestFitness=141 bestCmax=141 bestPenalty=0 avgFitness=9068.87 children=399 twoPoint=203 mutCustomer=55 mutDrone=90 globalBestCmax=141 globalBestPenalty=0 globalBestFeasible=1
[GA] gen=129 feasible=361/400 bestFitness=141 bestCmax=141 bestPenalty=0 avgFitness=8194.95 children=399 twoPoint=189 mutCustomer=63 mutDrone=100 globalBestCmax=141 globalBestPenalty=0 globalBestFeasible=1
[GA] gen=130 feasible=357/400 bestFitness=141 bestCmax=141 bestPenalty=0 avgFitness=8068.95 children=399 twoPoint=198 mutCustomer=55 mutDrone=100 globalBestCmax=141 globalBestPenalty=0 globalBestFeasible=1
[GA] gen=131 feasible=357/400 bestFitness=141 bestCmax=141 bestPenalty=0 avgFitness=8669.36 children=399 twoPoint=193 mutCustomer=60 mutDrone=101 globalBestCmax=141 globalBestPenalty=0 globalBestFeasible=1
[GA] gen=132 feasible=361/400 bestFitness=141 bestCmax=141 bestPenalty=0 avgFitness=7893.98 children=399 twoPoint=196 mutCustomer=56 mutDrone=89 globalBestCmax=141 globalBestPenalty=0 globalBestFeasible=1
[GA] gen=133 feasible=349/400 bestFitness=141 bestCmax=141 bestPenalty=0 avgFitness=10121.3 children=399 twoPoint=200 mutCustomer=77 mutDrone=106 globalBestCmax=141 globalBestPenalty=0 globalBestFeasible=1
[GA] gen=134 feasible=359/400 bestFitness=141 bestCmax=141 bestPenalty=0 avgFitness=8420.11 children=399 twoPoint=191 mutCustomer=61 mutDrone=111 globalBestCmax=141 globalBestPenalty=0 globalBestFeasible=1
[GA] gen=135 feasible=357/400 bestFitness=141 bestCmax=141 bestPenalty=0 avgFitness=8717.87 children=399 twoPoint=197 mutCustomer=52 mutDrone=87 globalBestCmax=141 globalBestPenalty=0 globalBestFeasible=1
[GA] gen=136 feasible=353/400 bestFitness=141 bestCmax=141 bestPenalty=0 avgFitness=8521.25 children=399 twoPoint=193 mutCustomer=67 mutDrone=96 globalBestCmax=141 globalBestPenalty=0 globalBestFeasible=1
[GA] gen=137 feasible=349/400 bestFitness=141 bestCmax=141 bestPenalty=0 avgFitness=9969 children=399 twoPoint=192 mutCustomer=65 mutDrone=101 globalBestCmax=141 globalBestPenalty=0 globalBestFeasible=1
[GA] gen=138 feasible=361/400 bestFitness=141 bestCmax=141 bestPenalty=0 avgFitness=7419.48 children=399 twoPoint=208 mutCustomer=50 mutDrone=101 globalBestCmax=141 globalBestPenalty=0 globalBestFeasible=1
[GA] gen=139 feasible=352/400 bestFitness=141 bestCmax=141 bestPenalty=0 avgFitness=9519.88 children=399 twoPoint=231 mutCustomer=65 mutDrone=95 globalBestCmax=141 globalBestPenalty=0 globalBestFeasible=1
[GA] gen=140 feasible=347/400 bestFitness=141 bestCmax=141 bestPenalty=0 avgFitness=9696.03 children=399 twoPoint=204 mutCustomer=70 mutDrone=110 globalBestCmax=141 globalBestPenalty=0 globalBestFeasible=1
[GA] gen=141 feasible=356/400 bestFitness=141 bestCmax=141 bestPenalty=0 avgFitness=8993.78 children=399 twoPoint=191 mutCustomer=59 mutDrone=106 globalBestCmax=141 globalBestPenalty=0 globalBestFeasible=1
[GA] gen=142 feasible=347/400 bestFitness=141 bestCmax=141 bestPenalty=0 avgFitness=10994 children=399 twoPoint=195 mutCustomer=68 mutDrone=102 globalBestCmax=141 globalBestPenalty=0 globalBestFeasible=1
[GA] gen=143 feasible=357/400 bestFitness=141 bestCmax=141 bestPenalty=0 avgFitness=8095.33 children=399 twoPoint=212 mutCustomer=66 mutDrone=104 globalBestCmax=141 globalBestPenalty=0 globalBestFeasible=1
[GA] gen=144 feasible=348/400 bestFitness=141 bestCmax=141 bestPenalty=0 avgFitness=10293.8 children=399 twoPoint=183 mutCustomer=63 mutDrone=109 globalBestCmax=141 globalBestPenalty=0 globalBestFeasible=1
[GA] gen=145 feasible=354/400 bestFitness=141 bestCmax=141 bestPenalty=0 avgFitness=9118.5 children=399 twoPoint=187 mutCustomer=58 mutDrone=92 globalBestCmax=141 globalBestPenalty=0 globalBestFeasible=1
[GA] gen=146 feasible=354/400 bestFitness=141 bestCmax=141 bestPenalty=0 avgFitness=8994.86 children=399 twoPoint=189 mutCustomer=66 mutDrone=96 globalBestCmax=141 globalBestPenalty=0 globalBestFeasible=1
[GA] gen=147 feasible=359/400 bestFitness=141 bestCmax=141 bestPenalty=0 avgFitness=7719.39 children=399 twoPoint=202 mutCustomer=55 mutDrone=103 globalBestCmax=141 globalBestPenalty=0 globalBestFeasible=1
[GA] gen=148 feasible=359/400 bestFitness=141 bestCmax=141 bestPenalty=0 avgFitness=8495.4 children=399 twoPoint=194 mutCustomer=63 mutDrone=99 globalBestCmax=141 globalBestPenalty=0 globalBestFeasible=1
[GA] gen=149 feasible=363/400 bestFitness=141 bestCmax=141 bestPenalty=0 avgFitness=6843.39 children=399 twoPoint=177 mutCustomer=45 mutDrone=111 globalBestCmax=141 globalBestPenalty=0 globalBestFeasible=1
[GA] gen=150 feasible=359/400 bestFitness=141 bestCmax=141 bestPenalty=0 avgFitness=7319.6 children=399 twoPoint=221 mutCustomer=59 mutDrone=100 globalBestCmax=141 globalBestPenalty=0 globalBestFeasible=1
[GA] gen=151 feasible=364/400 bestFitness=141 bestCmax=141 bestPenalty=0 avgFitness=6119.73 children=399 twoPoint=188 mutCustomer=52 mutDrone=105 globalBestCmax=141 globalBestPenalty=0 globalBestFeasible=1
[GA] gen=152 feasible=349/400 bestFitness=141 bestCmax=141 bestPenalty=0 avgFitness=9293.48 children=399 twoPoint=211 mutCustomer=64 mutDrone=104 globalBestCmax=141 globalBestPenalty=0 globalBestFeasible=1
[GA] gen=153 feasible=360/400 bestFitness=141 bestCmax=141 bestPenalty=0 avgFitness=7745.24 children=399 twoPoint=221 mutCustomer=58 mutDrone=111 globalBestCmax=141 globalBestPenalty=0 globalBestFeasible=1
[GA-TS] Stagnation reached at gen=154 (30 gens stagnant). Running TS on 40 elite individuals...
[GA-TS] TS complete. New global best Cmax=141 Penalty=0 Feasible=1
[GA] gen=154 feasible=351/400 bestFitness=141 bestCmax=141 bestPenalty=0 avgFitness=9695.36 children=399 twoPoint=207 mutCustomer=66 mutDrone=96 globalBestCmax=141 globalBestPenalty=0 globalBestFeasible=1
[GA] gen=155 feasible=357/400 bestFitness=141 bestCmax=141 bestPenalty=0 avgFitness=8295.14 children=399 twoPoint=202 mutCustomer=61 mutDrone=95 globalBestCmax=141 globalBestPenalty=0 globalBestFeasible=1
[GA] gen=156 feasible=349/400 bestFitness=141 bestCmax=141 bestPenalty=0 avgFitness=10519.7 children=399 twoPoint=197 mutCustomer=73 mutDrone=103 globalBestCmax=141 globalBestPenalty=0 globalBestFeasible=1
[GA] gen=157 feasible=359/400 bestFitness=141 bestCmax=141 bestPenalty=0 avgFitness=7345.31 children=399 twoPoint=218 mutCustomer=63 mutDrone=104 globalBestCmax=141 globalBestPenalty=0 globalBestFeasible=1
[GA] gen=158 feasible=350/400 bestFitness=141 bestCmax=141 bestPenalty=0 avgFitness=9518.9 children=399 twoPoint=192 mutCustomer=63 mutDrone=100 globalBestCmax=141 globalBestPenalty=0 globalBestFeasible=1
[GA] gen=159 feasible=355/400 bestFitness=141 bestCmax=141 bestPenalty=0 avgFitness=8918.41 children=399 twoPoint=211 mutCustomer=49 mutDrone=77 globalBestCmax=141 globalBestPenalty=0 globalBestFeasible=1
[GA] gen=160 feasible=357/400 bestFitness=141 bestCmax=141 bestPenalty=0 avgFitness=7495.64 children=399 twoPoint=193 mutCustomer=59 mutDrone=104 globalBestCmax=141 globalBestPenalty=0 globalBestFeasible=1
[GA] gen=161 feasible=373/400 bestFitness=141 bestCmax=141 bestPenalty=0 avgFitness=5444.35 children=399 twoPoint=205 mutCustomer=47 mutDrone=103 globalBestCmax=141 globalBestPenalty=0 globalBestFeasible=1
[GA] gen=162 feasible=363/400 bestFitness=141 bestCmax=141 bestPenalty=0 avgFitness=7245.08 children=399 twoPoint=217 mutCustomer=59 mutDrone=103 globalBestCmax=141 globalBestPenalty=0 globalBestFeasible=1
[GA] gen=163 feasible=343/400 bestFitness=141 bestCmax=141 bestPenalty=0 avgFitness=10794.4 children=399 twoPoint=207 mutCustomer=72 mutDrone=106 globalBestCmax=141 globalBestPenalty=0 globalBestFeasible=1
[GA] gen=164 feasible=351/400 bestFitness=141 bestCmax=141 bestPenalty=0 avgFitness=9494.05 children=399 twoPoint=195 mutCustomer=58 mutDrone=94 globalBestCmax=141 globalBestPenalty=0 globalBestFeasible=1
[GA] gen=165 feasible=366/400 bestFitness=141 bestCmax=141 bestPenalty=0 avgFitness=6670.24 children=399 twoPoint=197 mutCustomer=52 mutDrone=89 globalBestCmax=141 globalBestPenalty=0 globalBestFeasible=1
[GA] gen=166 feasible=356/400 bestFitness=141 bestCmax=141 bestPenalty=0 avgFitness=8518.65 children=399 twoPoint=196 mutCustomer=56 mutDrone=99 globalBestCmax=141 globalBestPenalty=0 globalBestFeasible=1
[GA] gen=167 feasible=353/400 bestFitness=141 bestCmax=141 bestPenalty=0 avgFitness=9818.55 children=399 twoPoint=208 mutCustomer=56 mutDrone=95 globalBestCmax=141 globalBestPenalty=0 globalBestFeasible=1
[GA] gen=168 feasible=360/400 bestFitness=141 bestCmax=141 bestPenalty=0 avgFitness=8043.27 children=399 twoPoint=195 mutCustomer=56 mutDrone=94 globalBestCmax=141 globalBestPenalty=0 globalBestFeasible=1
[GA] gen=169 feasible=347/400 bestFitness=141 bestCmax=141 bestPenalty=0 avgFitness=10393.8 children=399 twoPoint=202 mutCustomer=57 mutDrone=100 globalBestCmax=141 globalBestPenalty=0 globalBestFeasible=1
[GA] gen=170 feasible=364/400 bestFitness=141 bestCmax=141 bestPenalty=0 avgFitness=6644.68 children=399 twoPoint=179 mutCustomer=60 mutDrone=99 globalBestCmax=141 globalBestPenalty=0 globalBestFeasible=1
[GA] gen=171 feasible=355/400 bestFitness=141 bestCmax=141 bestPenalty=0 avgFitness=8145.23 children=399 twoPoint=180 mutCustomer=62 mutDrone=116 globalBestCmax=141 globalBestPenalty=0 globalBestFeasible=1
[GA] gen=172 feasible=344/400 bestFitness=141 bestCmax=141 bestPenalty=0 avgFitness=10471.5 children=399 twoPoint=206 mutCustomer=76 mutDrone=104 globalBestCmax=141 globalBestPenalty=0 globalBestFeasible=1
[GA] gen=173 feasible=363/400 bestFitness=141 bestCmax=141 bestPenalty=0 avgFitness=6543.61 children=399 twoPoint=186 mutCustomer=46 mutDrone=95 globalBestCmax=141 globalBestPenalty=0 globalBestFeasible=1
[GA] gen=174 feasible=347/400 bestFitness=141 bestCmax=141 bestPenalty=0 avgFitness=11069.3 children=399 twoPoint=173 mutCustomer=69 mutDrone=96 globalBestCmax=141 globalBestPenalty=0 globalBestFeasible=1
[GA] gen=175 feasible=356/400 bestFitness=141 bestCmax=141 bestPenalty=0 avgFitness=8368.91 children=399 twoPoint=196 mutCustomer=57 mutDrone=90 globalBestCmax=141 globalBestPenalty=0 globalBestFeasible=1
[GA] gen=176 feasible=357/400 bestFitness=141 bestCmax=141 bestPenalty=0 avgFitness=7844.24 children=399 twoPoint=206 mutCustomer=56 mutDrone=93 globalBestCmax=141 globalBestPenalty=0 globalBestFeasible=1
[GA] gen=177 feasible=353/400 bestFitness=141 bestCmax=141 bestPenalty=0 avgFitness=9443.5 children=399 twoPoint=195 mutCustomer=58 mutDrone=91 globalBestCmax=141 globalBestPenalty=0 globalBestFeasible=1
[GA] gen=178 feasible=362/400 bestFitness=141 bestCmax=141 bestPenalty=0 avgFitness=7518.27 children=399 twoPoint=199 mutCustomer=51 mutDrone=95 globalBestCmax=141 globalBestPenalty=0 globalBestFeasible=1
[GA] gen=179 feasible=361/400 bestFitness=141 bestCmax=141 bestPenalty=0 avgFitness=8468.41 children=399 twoPoint=217 mutCustomer=61 mutDrone=76 globalBestCmax=141 globalBestPenalty=0 globalBestFeasible=1
[GA] gen=180 feasible=346/400 bestFitness=141 bestCmax=141 bestPenalty=0 avgFitness=10369.8 children=399 twoPoint=189 mutCustomer=67 mutDrone=105 globalBestCmax=141 globalBestPenalty=0 globalBestFeasible=1
[GA] gen=181 feasible=351/400 bestFitness=141 bestCmax=141 bestPenalty=0 avgFitness=9994.26 children=399 twoPoint=209 mutCustomer=61 mutDrone=103 globalBestCmax=141 globalBestPenalty=0 globalBestFeasible=1
[GA] gen=182 feasible=354/400 bestFitness=141 bestCmax=141 bestPenalty=0 avgFitness=8918.2 children=399 twoPoint=179 mutCustomer=52 mutDrone=82 globalBestCmax=141 globalBestPenalty=0 globalBestFeasible=1
[GA] gen=183 feasible=353/400 bestFitness=141 bestCmax=141 bestPenalty=0 avgFitness=9569.95 children=399 twoPoint=217 mutCustomer=70 mutDrone=111 globalBestCmax=141 globalBestPenalty=0 globalBestFeasible=1
[GA-TS] Stagnation reached at gen=184 (30 gens stagnant). Running TS on 40 elite individuals...
[GA-TS] TS complete. New global best Cmax=141 Penalty=0 Feasible=1
[GA] gen=184 feasible=352/400 bestFitness=141 bestCmax=141 bestPenalty=0 avgFitness=9370.18 children=399 twoPoint=198 mutCustomer=60 mutDrone=97 globalBestCmax=141 globalBestPenalty=0 globalBestFeasible=1
[GA] gen=185 feasible=349/400 bestFitness=141 bestCmax=141 bestPenalty=0 avgFitness=10395 children=399 twoPoint=185 mutCustomer=68 mutDrone=89 globalBestCmax=141 globalBestPenalty=0 globalBestFeasible=1
[GA] gen=186 feasible=356/400 bestFitness=141 bestCmax=141 bestPenalty=0 avgFitness=7894.55 children=399 twoPoint=181 mutCustomer=56 mutDrone=110 globalBestCmax=141 globalBestPenalty=0 globalBestFeasible=1
[GA] gen=187 feasible=358/400 bestFitness=141 bestCmax=141 bestPenalty=0 avgFitness=8895.75 children=399 twoPoint=203 mutCustomer=69 mutDrone=105 globalBestCmax=141 globalBestPenalty=0 globalBestFeasible=1
[GA] gen=188 feasible=342/400 bestFitness=141 bestCmax=141 bestPenalty=0 avgFitness=11794.3 children=399 twoPoint=198 mutCustomer=65 mutDrone=108 globalBestCmax=141 globalBestPenalty=0 globalBestFeasible=1
[GA] gen=189 feasible=343/400 bestFitness=141 bestCmax=141 bestPenalty=0 avgFitness=11369.1 children=399 twoPoint=212 mutCustomer=70 mutDrone=93 globalBestCmax=141 globalBestPenalty=0 globalBestFeasible=1
[GA] gen=190 feasible=352/400 bestFitness=141 bestCmax=141 bestPenalty=0 avgFitness=9818.58 children=399 twoPoint=188 mutCustomer=64 mutDrone=104 globalBestCmax=141 globalBestPenalty=0 globalBestFeasible=1
[GA] gen=191 feasible=354/400 bestFitness=141 bestCmax=141 bestPenalty=0 avgFitness=8819.75 children=399 twoPoint=178 mutCustomer=62 mutDrone=88 globalBestCmax=141 globalBestPenalty=0 globalBestFeasible=1
[GA] gen=192 feasible=363/400 bestFitness=141 bestCmax=141 bestPenalty=0 avgFitness=7018.56 children=399 twoPoint=196 mutCustomer=44 mutDrone=93 globalBestCmax=141 globalBestPenalty=0 globalBestFeasible=1
[GA] gen=193 feasible=350/400 bestFitness=141 bestCmax=141 bestPenalty=0 avgFitness=9819.75 children=399 twoPoint=204 mutCustomer=63 mutDrone=115 globalBestCmax=141 globalBestPenalty=0 globalBestFeasible=1
[GA] gen=194 feasible=358/400 bestFitness=141 bestCmax=141 bestPenalty=0 avgFitness=8842.49 children=399 twoPoint=200 mutCustomer=49 mutDrone=74 globalBestCmax=141 globalBestPenalty=0 globalBestFeasible=1
[GA] gen=195 feasible=358/400 bestFitness=141 bestCmax=141 bestPenalty=0 avgFitness=8493.88 children=399 twoPoint=199 mutCustomer=62 mutDrone=98 globalBestCmax=141 globalBestPenalty=0 globalBestFeasible=1
[GA] gen=196 feasible=361/400 bestFitness=141 bestCmax=141 bestPenalty=0 avgFitness=7968.41 children=399 twoPoint=190 mutCustomer=51 mutDrone=89 globalBestCmax=141 globalBestPenalty=0 globalBestFeasible=1
[GA] gen=197 feasible=346/400 bestFitness=141 bestCmax=141 bestPenalty=0 avgFitness=10718.2 children=399 twoPoint=201 mutCustomer=59 mutDrone=92 globalBestCmax=141 globalBestPenalty=0 globalBestFeasible=1
[GA] gen=198 feasible=369/400 bestFitness=141 bestCmax=141 bestPenalty=0 avgFitness=5869.31 children=399 twoPoint=194 mutCustomer=49 mutDrone=94 globalBestCmax=141 globalBestPenalty=0 globalBestFeasible=1
[GA] gen=199 feasible=363/400 bestFitness=141 bestCmax=141 bestPenalty=0 avgFitness=7044.41 children=399 twoPoint=203 mutCustomer=52 mutDrone=103 globalBestCmax=141 globalBestPenalty=0 globalBestFeasible=1
[GA] gen=200 feasible=361/400 bestFitness=141 bestCmax=141 bestPenalty=0 avgFitness=7368.62 children=399 twoPoint=189 mutCustomer=50 mutDrone=96 globalBestCmax=141 globalBestPenalty=0 globalBestFeasible=1
[GA] gen=201 feasible=349/400 bestFitness=141 bestCmax=141 bestPenalty=0 avgFitness=9269.32 children=399 twoPoint=209 mutCustomer=58 mutDrone=102 globalBestCmax=141 globalBestPenalty=0 globalBestFeasible=1
[GA] gen=202 feasible=351/400 bestFitness=141 bestCmax=141 bestPenalty=0 avgFitness=9369.05 children=399 twoPoint=197 mutCustomer=63 mutDrone=89 globalBestCmax=141 globalBestPenalty=0 globalBestFeasible=1
[GA] gen=203 feasible=349/400 bestFitness=141 bestCmax=141 bestPenalty=0 avgFitness=9920.48 children=399 twoPoint=193 mutCustomer=67 mutDrone=99 globalBestCmax=141 globalBestPenalty=0 globalBestFeasible=1
[GA] gen=204 feasible=358/400 bestFitness=141 bestCmax=141 bestPenalty=0 avgFitness=7769.01 children=399 twoPoint=206 mutCustomer=54 mutDrone=92 globalBestCmax=141 globalBestPenalty=0 globalBestFeasible=1
[GA] gen=205 feasible=360/400 bestFitness=141 bestCmax=141 bestPenalty=0 avgFitness=7793.61 children=399 twoPoint=204 mutCustomer=44 mutDrone=84 globalBestCmax=141 globalBestPenalty=0 globalBestFeasible=1
[GA] gen=206 feasible=360/400 bestFitness=141 bestCmax=141 bestPenalty=0 avgFitness=7793.75 children=399 twoPoint=208 mutCustomer=51 mutDrone=96 globalBestCmax=141 globalBestPenalty=0 globalBestFeasible=1
[GA] gen=207 feasible=361/400 bestFitness=141 bestCmax=141 bestPenalty=0 avgFitness=8093.95 children=399 twoPoint=197 mutCustomer=58 mutDrone=92 globalBestCmax=141 globalBestPenalty=0 globalBestFeasible=1
[GA] gen=208 feasible=370/400 bestFitness=141 bestCmax=141 bestPenalty=0 avgFitness=5118.32 children=399 twoPoint=197 mutCustomer=39 mutDrone=91 globalBestCmax=141 globalBestPenalty=0 globalBestFeasible=1
[GA] gen=209 feasible=356/400 bestFitness=141 bestCmax=141 bestPenalty=0 avgFitness=8144.56 children=399 twoPoint=202 mutCustomer=53 mutDrone=92 globalBestCmax=141 globalBestPenalty=0 globalBestFeasible=1
[GA] gen=210 feasible=365/400 bestFitness=141 bestCmax=141 bestPenalty=0 avgFitness=6494.69 children=399 twoPoint=194 mutCustomer=50 mutDrone=98 globalBestCmax=141 globalBestPenalty=0 globalBestFeasible=1
[GA] gen=211 feasible=358/400 bestFitness=141 bestCmax=141 bestPenalty=0 avgFitness=8544.22 children=399 twoPoint=195 mutCustomer=59 mutDrone=97 globalBestCmax=141 globalBestPenalty=0 globalBestFeasible=1
[GA] gen=212 feasible=353/400 bestFitness=141 bestCmax=141 bestPenalty=0 avgFitness=9319.62 children=399 twoPoint=221 mutCustomer=57 mutDrone=85 globalBestCmax=141 globalBestPenalty=0 globalBestFeasible=1
[GA] gen=213 feasible=364/400 bestFitness=141 bestCmax=141 bestPenalty=0 avgFitness=7468.48 children=399 twoPoint=189 mutCustomer=54 mutDrone=104 globalBestCmax=141 globalBestPenalty=0 globalBestFeasible=1
[GA-TS] Stagnation reached at gen=214 (30 gens stagnant). Running TS on 40 elite individuals...
[GA-TS] TS complete. New global best Cmax=141 Penalty=0 Feasible=1
[GA] gen=214 feasible=365/400 bestFitness=141 bestCmax=141 bestPenalty=0 avgFitness=6719.25 children=399 twoPoint=213 mutCustomer=50 mutDrone=96 globalBestCmax=141 globalBestPenalty=0 globalBestFeasible=1
[GA] gen=215 feasible=359/400 bestFitness=141 bestCmax=141 bestPenalty=0 avgFitness=7820.45 children=399 twoPoint=182 mutCustomer=61 mutDrone=108 globalBestCmax=141 globalBestPenalty=0 globalBestFeasible=1
[GA] gen=216 feasible=358/400 bestFitness=141 bestCmax=141 bestPenalty=0 avgFitness=7794.84 children=399 twoPoint=171 mutCustomer=60 mutDrone=111 globalBestCmax=141 globalBestPenalty=0 globalBestFeasible=1
[GA] gen=217 feasible=353/400 bestFitness=141 bestCmax=141 bestPenalty=0 avgFitness=9368.96 children=399 twoPoint=211 mutCustomer=58 mutDrone=102 globalBestCmax=141 globalBestPenalty=0 globalBestFeasible=1
[GA] gen=218 feasible=360/400 bestFitness=141 bestCmax=141 bestPenalty=0 avgFitness=6795.81 children=399 twoPoint=215 mutCustomer=58 mutDrone=113 globalBestCmax=141 globalBestPenalty=0 globalBestFeasible=1
[GA] gen=219 feasible=357/400 bestFitness=141 bestCmax=141 bestPenalty=0 avgFitness=7295.24 children=399 twoPoint=204 mutCustomer=58 mutDrone=90 globalBestCmax=141 globalBestPenalty=0 globalBestFeasible=1
[GA] gen=220 feasible=352/400 bestFitness=141 bestCmax=141 bestPenalty=0 avgFitness=9495.02 children=399 twoPoint=202 mutCustomer=65 mutDrone=97 globalBestCmax=141 globalBestPenalty=0 globalBestFeasible=1
[GA] gen=221 feasible=348/400 bestFitness=141 bestCmax=141 bestPenalty=0 avgFitness=9994.01 children=399 twoPoint=226 mutCustomer=57 mutDrone=96 globalBestCmax=141 globalBestPenalty=0 globalBestFeasible=1
[GA] gen=222 feasible=367/400 bestFitness=141 bestCmax=141 bestPenalty=0 avgFitness=6818.86 children=399 twoPoint=187 mutCustomer=46 mutDrone=91 globalBestCmax=141 globalBestPenalty=0 globalBestFeasible=1
[GA] gen=223 feasible=366/400 bestFitness=141 bestCmax=141 bestPenalty=0 avgFitness=6343.9 children=399 twoPoint=186 mutCustomer=45 mutDrone=98 globalBestCmax=141 globalBestPenalty=0 globalBestFeasible=1
[GA] gen=224 feasible=350/400 bestFitness=141 bestCmax=141 bestPenalty=0 avgFitness=9244.63 children=399 twoPoint=193 mutCustomer=60 mutDrone=102 globalBestCmax=141 globalBestPenalty=0 globalBestFeasible=1
[GA] gen=225 feasible=353/400 bestFitness=141 bestCmax=141 bestPenalty=0 avgFitness=9120.15 children=399 twoPoint=204 mutCustomer=63 mutDrone=100 globalBestCmax=141 globalBestPenalty=0 globalBestFeasible=1
[GA] gen=226 feasible=355/400 bestFitness=141 bestCmax=141 bestPenalty=0 avgFitness=8868.69 children=399 twoPoint=197 mutCustomer=57 mutDrone=91 globalBestCmax=141 globalBestPenalty=0 globalBestFeasible=1
[GA] gen=227 feasible=365/400 bestFitness=141 bestCmax=141 bestPenalty=0 avgFitness=6795.38 children=399 twoPoint=199 mutCustomer=51 mutDrone=100 globalBestCmax=141 globalBestPenalty=0 globalBestFeasible=1
[GA] gen=228 feasible=370/400 bestFitness=141 bestCmax=141 bestPenalty=0 avgFitness=5792.81 children=399 twoPoint=196 mutCustomer=43 mutDrone=82 globalBestCmax=141 globalBestPenalty=0 globalBestFeasible=1
[GA] gen=229 feasible=355/400 bestFitness=141 bestCmax=141 bestPenalty=0 avgFitness=8294.19 children=399 twoPoint=214 mutCustomer=61 mutDrone=93 globalBestCmax=141 globalBestPenalty=0 globalBestFeasible=1
[GA] gen=230 feasible=356/400 bestFitness=141 bestCmax=141 bestPenalty=0 avgFitness=8494.45 children=399 twoPoint=197 mutCustomer=54 mutDrone=98 globalBestCmax=141 globalBestPenalty=0 globalBestFeasible=1
[GA] gen=231 feasible=357/400 bestFitness=141 bestCmax=141 bestPenalty=0 avgFitness=7869.1 children=399 twoPoint=203 mutCustomer=53 mutDrone=96 globalBestCmax=141 globalBestPenalty=0 globalBestFeasible=1
[GA] gen=232 feasible=366/400 bestFitness=141 bestCmax=141 bestPenalty=0 avgFitness=6618.66 children=399 twoPoint=210 mutCustomer=50 mutDrone=91 globalBestCmax=141 globalBestPenalty=0 globalBestFeasible=1
[GA] gen=233 feasible=356/400 bestFitness=141 bestCmax=141 bestPenalty=0 avgFitness=8744.28 children=399 twoPoint=205 mutCustomer=58 mutDrone=102 globalBestCmax=141 globalBestPenalty=0 globalBestFeasible=1
[GA] gen=234 feasible=363/400 bestFitness=141 bestCmax=141 bestPenalty=0 avgFitness=6895.3 children=399 twoPoint=194 mutCustomer=60 mutDrone=97 globalBestCmax=141 globalBestPenalty=0 globalBestFeasible=1
[GA] gen=235 feasible=355/400 bestFitness=141 bestCmax=141 bestPenalty=0 avgFitness=7745.3 children=399 twoPoint=204 mutCustomer=61 mutDrone=107 globalBestCmax=141 globalBestPenalty=0 globalBestFeasible=1
